Light,Pressure,X,Y,Z
0,3390,0.16,-0.39,-9.06
0,3353,0.12,-0.47,-9.06
0,3344,0.24,-0.71,-9.02
0,3454,-1.02,0.16,-8.24
0,3456,-0.63,-0.39,-9.14
0,3494,-0.35,-0.63,-8.94
0,3461,-0.04,0.2,-9.26
0,3189,-0.51,-0.04,-9.02
0,3376,-0.2,-0.43,-9.02
0,3347,0.04,-0.31,-9.34
0,3377,-0.04,-0.24,-9.22
0,3279,-0.04,-0.51,-9.22
0,2957,0.04,-0.59,-9.34
0,3062,0.04,-0.59,-8.94
0,3071,0,-0.67,-9.06
0,3025,0.04,-0.51,-9.1
0,3008,0.04,-0.47,-9.06
0,3002,0.04,-0.39,-9.02
0,3015,0,-0.39,-9.1
0,3029,0,-0.39,-8.94
0,3058,-0.12,-0.51,-9.18
0,3058,-0.04,-0.55,-9.14
0,3047,0,-0.67,-8.87
0,3015,0.16,-0.71,-9.1
0,2975,0.39,-0.78,-10.08
0,3065,-0.43,0.04,-8.83
0,3056,-0.47,0.04,-8.87
0,2896,0.08,-0.12,-9.02
0,3086,-0.35,0.2,-9.53
0,2961,-0.39,-0.51,-9.22
0,2853,0.24,-0.12,-9.92
0,2917,-0.43,-0.75,-8.16
0,2879,0,-0.59,-9.73
0,2870,-0.51,-0.24,-8.32
0,2861,-0.27,-0.27,-9.14
0,2768,0,-0.47,-9.14
0,2757,0,-0.47,-9.02
0,2821,-0.12,-0.47,-9.1
0,2907,0,-0.39,-9.06
0,2910,0.2,-0.27,-9.34
0,2918,0,-0.24,-9.18
0,2891,0.12,-0.12,-9.06
0,2905,0,-0.35,-9.26
0,2897,-0.04,-0.51,-9.14
0,2887,-0.04,-0.47,-9.1
0,2913,-0.04,-0.35,-9.1
0,2899,0,-0.35,-9.14
0,2888,0,-0.43,-9.14
0,2893,-0.04,-0.39,-9.06
0,2897,0,-0.35,-9.06
0,2928,0,-0.39,-9.14
0,2929,0,-0.43,-9.06
0,2911,0,-0.43,-9.14
0,2902,0,-0.39,-9.06
0,2944,0,-0.39,-9.1
0,2923,0,-0.39,-9.14
0,2928,0,-0.39,-9.14
0,2935,0,-0.39,-9.1
0,2937,0,-0.43,-9.06
0,2933,-0.04,-0.43,-9.14
0,2944,0,-0.43,-9.1
0,2947,-0.04,-0.43,-9.14
0,2938,0,-0.39,-9.1
0,2949,0,-0.43,-9.06
0,2931,-0.04,-0.39,-9.1
0,2953,0,-0.39,-9.14
0,2960,0,-0.43,-9.1
0,2951,-0.04,-0.39,-9.06
0,2943,-0.04,-0.35,-9.1
0,2950,-0.04,-0.39,-9.1
0,2937,0,-0.39,-9.14
0,2950,0,-0.43,-9.1
0,2964,0,-0.47,-9.1
0,2954,0,-0.39,-9.06
0,2951,0,-0.47,-9.14
0,2946,-0.04,-0.43,-9.1
0,2945,0,-0.39,-9.14
0,2965,0,-0.39,-9.1
0,2953,-0.04,-0.43,-9.1
0,2972,0,-0.39,-9.14
0,2969,0,-0.35,-9.14
0,2944,0,-0.43,-9.14
0,2950,-0.04,-0.39,-9.14
0,2960,0,-0.39,-9.14
0,2958,0,-0.43,-9.1
0,2970,-0.04,-0.39,-9.06
0,2959,0,-0.43,-9.06
0,2954,0,-0.43,-9.14
0,2959,0,-0.43,-9.06
0,2965,0,-0.39,-9.06
0,2963,0,-0.39,-9.1
0,2966,0,-0.39,-9.1
0,2951,0,-0.43,-9.1
0,2959,-0.04,-0.43,-9.14
0,2963,0,-0.43,-9.1
0,2975,0,-0.43,-9.18
0,2963,-0.04,-0.43,-9.1
0,2957,0,-0.43,-9.02
0,2963,-0.04,-0.39,-9.06
0,2961,-0.04,-0.35,-9.14
0,2973,0,-0.39,-9.1
0,2977,0,-0.39,-9.06
0,2960,-0.04,-0.39,-9.1
0,2957,0,-0.39,-9.14
0,2975,-0.04,-0.39,-9.1
0,2955,0,-0.39,-9.18
0,2973,0,-0.39,-9.14
0,2957,0,-0.43,-9.1
0,2981,0,-0.39,-9.1
0,2960,0,-0.43,-9.18
0,2960,0,-0.51,-9.1
0,2969,0,-0.39,-9.1
0,2970,-0.04,-0.43,-9.02
0,2976,0,-0.43,-9.1
0,2975,0,-0.39,-9.1
0,2975,0,-0.43,-9.14
0,2977,0,-0.43,-9.1
0,2959,0,-0.47,-9.14
0,2985,0,-0.43,-9.1
0,2969,0,-0.39,-9.06
0,2959,0,-0.43,-9.1
0,2983,-0.08,-0.39,-9.1
0,2992,0,-0.43,-9.14
0,2981,-0.04,-0.39,-9.1
0,2969,0,-0.43,-9.14
0,2990,0,-0.43,-9.14
0,2991,-0.04,-0.39,-9.1
0,2965,0,-0.39,-9.14
0,2973,-0.04,-0.47,-9.06
0,2974,0,-0.43,-9.06
45,2966,-0.04,-0.43,-9.06
170,2992,-0.04,-0.47,-9.14
193,2960,-0.04,-0.55,-8.9
208,2972,0,-0.39,-9.1
204,3003,0,-0.39,-9.14
209,3007,0.04,-0.43,-9.18
215,2982,-0.04,-0.39,-9.1
219,2967,0,-0.43,-9.06
215,2992,0,-0.43,-9.14
160,2992,-0.04,-0.43,-9.14
0,2965,-0.04,-0.39,-9.06
0,2987,0,-0.39,-9.06
0,2992,0.04,-0.43,-9.14
0,2994,-0.04,-0.43,-9.06
0,2989,0,-0.43,-9.14
0,2974,0,-0.43,-9.1
0,2996,0,-0.39,-9.1
0,2991,0,-0.39,-9.14
0,2982,0,-0.39,-9.1
0,2992,0,-0.47,-9.1
0,2975,0,-0.43,-9.14
0,2976,0,-0.43,-9.14
0,2963,0,-0.43,-9.1
0,2977,0,-0.39,-9.06
0,2997,-0.04,-0.43,-9.1
0,2983,0,-0.43,-9.06
0,2993,0,-0.43,-9.06
0,2992,-0.04,-0.39,-9.1
0,2988,-0.04,-0.43,-9.14
0,2994,0,-0.43,-9.14
0,2970,0,-0.43,-9.1
0,2989,0,-0.43,-9.14
0,2996,0,-0.43,-9.06
0,2994,-0.04,-0.43,-9.14
0,2971,0,-0.43,-9.06
0,2981,-0.04,-0.43,-9.06
0,3017,-0.04,-0.43,-9.18
0,2988,-0.04,-0.43,-9.1
0,2976,0,-0.39,-9.14
0,2994,0,-0.47,-9.14
0,2992,-0.04,-0.39,-9.14
0,2993,0,-0.39,-9.1
0,2992,0,-0.39,-9.1
0,2981,0,-0.43,-9.14
0,2993,0,-0.43,-9.14
0,2992,0,-0.43,-9.1
0,2992,0,-0.39,-9.1
0,2990,0,-0.47,-9.1
0,2983,-0.04,-0.43,-9.1
0,2985,0,-0.39,-9.06
0,2999,0,-0.43,-9.1
0,2999,-0.04,-0.43,-9.06
0,2992,-0.04,-0.39,-9.1
0,3006,0,-0.47,-9.18
0,2977,0,-0.43,-9.1
0,2990,0,-0.43,-9.14
0,2979,-0.04,-0.39,-9.14
0,2979,0,-0.39,-9.1
0,2985,0,-0.43,-9.14
0,2992,0,-0.43,-9.18
0,2992,0,-0.47,-9.1
0,2994,0,-0.39,-9.1
0,3001,0,-0.47,-9.1
0,2979,0,-0.39,-9.14
0,2963,0,-0.43,-9.1
0,2987,0,-0.43,-9.1
0,2993,-0.04,-0.39,-9.14
0,2981,-0.04,-0.39,-9.14
0,2990,0,-0.43,-9.1
0,2989,0,-0.39,-9.14
0,2982,0,-0.43,-9.14
0,2987,-0.04,-0.43,-9.1
0,2989,0,-0.39,-9.1
0,2992,0,-0.39,-9.18
0,2991,0,-0.43,-9.1
0,2987,0,-0.47,-9.14
0,2970,0,-0.43,-9.14
0,2997,0,-0.43,-9.14
0,2992,0,-0.47,-9.18
0,2978,-0.04,-0.39,-9.1
0,2995,0,-0.43,-9.14
0,2989,0,-0.43,-9.1
0,2993,0,-0.43,-9.1
0,2997,0,-0.43,-9.1
0,2979,-0.04,-0.35,-9.1
0,2992,-0.04,-0.39,-9.1
0,2974,-0.04,-0.43,-9.14
0,2992,0,-0.39,-9.1
0,3010,0,-0.43,-9.1
0,2998,0,-0.43,-9.14
0,2985,0,-0.43,-9.1
0,2992,0,-0.39,-9.1
0,2986,0,-0.39,-9.14
0,2992,0,-0.39,-9.1
0,2998,0,-0.43,-9.1
0,3004,0,-0.39,-9.1
0,2992,0,-0.39,-9.14
0,3007,-0.04,-0.43,-9.14
0,2992,0,-0.39,-9.14
0,2995,0,-0.47,-9.18
0,2992,0,-0.43,-9.14
0,2999,0,-0.39,-9.1
0,2980,-0.04,-0.35,-9.06
0,2995,-0.04,-0.47,-9.14
0,2986,0,-0.39,-9.14
0,2987,-0.04,-0.39,-9.14
0,3007,0,-0.39,-9.1
0,2991,0,-0.39,-9.14
0,2992,0,-0.39,-9.14
0,2995,-0.04,-0.39,-9.18
0,2999,0,-0.43,-9.18
0,3011,0,-0.43,-9.1
0,2997,0,-0.39,-9.14
0,2991,0,-0.39,-9.06
0,2987,0,-0.47,-9.06
0,3003,0,-0.43,-9.1
0,3003,0,-0.39,-9.14
0,2994,0,-0.43,-9.1
0,3004,0,-0.43,-9.1
0,2994,0,-0.43,-9.1
0,2990,0,-0.43,-9.1
0,2997,0,-0.35,-9.1
0,2995,0,-0.39,-9.1
0,2986,0,-0.43,-9.14
0,2990,0,-0.43,-9.1
0,3003,0,-0.43,-9.1
0,2977,-0.04,-0.39,-9.1
0,2988,0,-0.43,-9.14
0,2979,0,-0.39,-9.14
0,3006,-0.04,-0.39,-9.1
0,2989,0,-0.39,-9.1
0,2991,0,-0.47,-9.06
0,2976,0,-0.39,-9.14
0,2989,0,-0.43,-9.1
0,2992,0,-0.43,-9.14
0,2990,-0.04,-0.39,-9.14
0,2990,0,-0.39,-9.1
0,3001,0,-0.43,-9.1
0,2982,0,-0.43,-9.14
0,3008,-0.04,-0.43,-9.14
0,2995,0,-0.43,-9.1
0,2967,0,-0.35,-9.14
0,3003,-0.04,-0.43,-9.1
0,3012,0,-0.47,-9.1
0,2966,0,-0.39,-9.1
0,2995,-0.04,-0.43,-9.14
0,2985,-0.04,-0.43,-9.14
0,2992,0,-0.43,-9.06
0,3009,0,-0.43,-9.1
0,2993,0,-0.43,-9.1
0,2992,0,-0.39,-9.1
0,2970,0,-0.47,-9.1
0,2992,0,-0.43,-9.14
0,2989,0,-0.39,-9.1
0,2989,0,-0.47,-9.1
0,3006,0,-0.39,-9.1
0,2973,0,-0.39,-9.1
0,2991,0,-0.43,-9.14
0,2983,0,-0.39,-9.1
0,3008,0,-0.43,-9.14
0,2999,-0.04,-0.35,-9.14
0,2999,0,-0.43,-9.1
0,2983,0,-0.43,-9.1
0,2979,0,-0.39,-9.14
0,2997,0,-0.39,-9.18
0,2991,-0.04,-0.43,-9.14
0,2975,0,-0.43,-9.1
0,2991,0,-0.39,-9.06
0,2990,-0.04,-0.39,-9.1
0,2990,0,-0.39,-9.14
0,2976,-0.04,-0.39,-9.14
0,3003,-0.04,-0.43,-9.14
0,2997,-0.04,-0.35,-9.1
0,2998,-0.04,-0.39,-9.14
0,2989,0,-0.39,-9.1
0,2992,0,-0.43,-9.18
0,2992,0,-0.51,-9.02
0,3001,0,-0.43,-9.14
0,2989,0,-0.47,-9.1
0,3008,0,-0.39,-9.1
0,2992,0,-0.43,-9.1
0,3023,-0.04,-0.43,-9.1
0,3006,0,-0.47,-9.14
0,2991,0,-0.43,-9.14
0,2992,0,-0.39,-9.1
0,3024,0,-0.47,-9.18
0,2992,0,-0.43,-9.14
0,3003,0,-0.39,-9.14
0,2992,0,-0.43,-9.1
0,2986,-0.04,-0.35,-9.1
0,3003,0,-0.47,-9.1
0,3003,0,-0.39,-9.14
0,2997,0,-0.39,-9.1
0,3015,0,-0.43,-9.1
0,2989,0,-0.43,-9.18
0,3024,0,-0.47,-9.14
0,3024,0,-0.43,-9.14
0,3009,0,-0.39,-9.18
0,2998,0,-0.47,-9.14
0,2999,-0.04,-0.39,-9.14
0,2995,-0.04,-0.43,-9.14
0,2996,0,-0.35,-9.1
0,3014,0,-0.43,-9.1
0,3024,0,-0.39,-9.1
0,2993,0,-0.43,-9.14
0,2992,0,-0.39,-9.14
0,3010,-0.04,-0.43,-9.14
0,2999,0,-0.43,-9.1
0,3003,0,-0.47,-9.1
0,3008,0,-0.47,-9.14
0,2998,-0.04,-0.43,-9.1
0,2999,0,-0.47,-9.1
55,2998,0,-0.39,-9.06
0,3005,0,-0.43,-9.14
0,2998,-0.04,-0.39,-9.14
0,3007,0,-0.43,-9.1
0,2992,0,-0.39,-9.14
0,2992,0,-0.43,-9.14
0,3007,-0.04,-0.39,-9.14
0,3008,0,-0.47,-9.1
0,3008,0,-0.39,-9.1
0,3024,0,-0.47,-9.1
0,2998,0,-0.39,-9.1
0,2992,-0.04,-0.43,-9.1
190,3022,0,-0.43,-9.06
219,3024,0,-0.43,-9.1
222,3008,0,-0.43,-9.18
217,3011,0,-0.39,-9.1
220,2997,0,-0.39,-9.14
224,2997,0,-0.39,-9.14
227,3019,0,-0.43,-9.14
229,2986,0,-0.43,-9.14
231,3017,0,-0.47,-9.14
234,3003,0,-0.39,-9.1
223,3009,0,-0.43,-9.14
229,2998,0,-0.39,-9.14
233,3022,-0.04,-0.43,-9.1
239,3022,0,-0.51,-9.41
237,3012,0,-0.35,-8.87
240,3050,0,-0.47,-8.87
233,3013,0,-0.43,-9.1
235,3024,0,-0.39,-9.14
237,3033,-0.04,-0.35,-9.14
239,3027,0,-0.39,-9.14
239,3024,0,-0.43,-9.14
240,3024,0,-0.43,-9.1
235,3026,0,-0.39,-9.1
237,3019,0,-0.39,-9.18
233,3024,-0.04,-0.43,-9.1
234,3039,-0.04,-0.43,-9.1
237,3024,0,-0.47,-9.1
233,3042,-0.04,-0.47,-9.1
233,3019,-0.04,-0.47,-9.1
231,3027,0,-0.43,-9.1
237,3025,-0.04,-0.39,-9.1
236,3022,0,-0.39,-9.1
240,3007,0,-0.39,-9.06
229,3010,0,-0.43,-9.1
240,3018,0,-0.39,-9.14
230,3025,-0.04,-0.43,-9.1
237,3029,0,-0.47,-9.1
240,3037,-0.04,-0.43,-9.14
240,3027,0,-0.39,-9.06
238,3024,0,-0.39,-9.1
237,3035,0,-0.43,-9.1
238,3014,0,-0.47,-9.14
238,3027,-0.04,-0.47,-9.06
240,3038,-0.04,-0.39,-9.1
235,3041,0,-0.43,-9.06
240,3024,0,-0.47,-9.06
240,3024,0,-0.43,-9.1
239,3033,0,-0.47,-9.1
240,3017,0,-0.43,-9.14
235,3042,0,-0.47,-9.14
239,3025,0,-0.39,-9.1
239,3020,-0.04,-0.43,-9.1
233,3048,0,-0.43,-9.14
238,3024,0,-0.39,-9.14
230,3034,0,-0.39,-9.06
239,3024,0,-0.39,-9.1
240,3009,0,-0.39,-9.14
240,3038,-0.04,-0.39,-9.1
231,3025,0,-0.39,-9.1
240,3017,-0.04,-0.47,-9.1
237,3023,0,-0.47,-9.1
231,3024,0,-0.43,-9.1
239,3013,0,-0.43,-9.14
240,3047,-0.04,-0.43,-9.14
239,3014,-0.04,-0.43,-9.1
240,3023,-0.04,-0.39,-9.1
236,3029,0,-0.47,-9.14
237,3010,0,-0.43,-9.14
239,3022,0,-0.43,-9.14
240,3023,-0.04,-0.43,-9.14
240,3024,0,-0.43,-9.1
237,3015,0,-0.39,-9.1
236,3034,-0.04,-0.43,-9.06
238,3025,-0.04,-0.43,-9.1
239,3042,0,-0.39,-9.14
240,3029,0,-0.43,-9.18
240,3024,0,-0.39,-9.14
239,3039,-0.04,-0.43,-9.14
237,3028,0,-0.43,-9.1
234,3019,0,-0.43,-9.14
240,3040,0,-0.39,-9.14
238,3033,0,-0.39,-9.1
240,3022,0,-0.43,-9.1
237,3024,0,-0.43,-9.06
240,3006,-0.04,-0.35,-9.1
236,3024,0,-0.39,-9.14
232,3024,0,-0.43,-9.06
238,3024,0,-0.39,-9.1
240,3031,0,-0.47,-9.14
240,3017,-0.04,-0.43,-9.14
231,3017,-0.04,-0.39,-9.1
237,3017,0,-0.43,-9.06
240,3044,0,-0.47,-9.18
241,3025,0,-0.43,-9.1
240,3027,-0.04,-0.39,-9.18
241,3017,0,-0.39,-9.1
234,3022,0,-0.39,-9.14
239,3041,0,-0.47,-9.1
239,3015,0,-0.39,-9.14
239,3034,0,-0.47,-9.18
240,3024,-0.04,-0.39,-9.14
240,3031,0,-0.43,-9.14
227,3024,-0.04,-0.43,-9.14
238,3025,0,-0.39,-9.14
234,3024,0,-0.43,-9.1
239,3024,0,-0.47,-9.06
240,3047,-0.04,-0.39,-9.1
240,3030,-0.04,-0.43,-9.1
226,3030,0,-0.43,-9.1
239,3055,0,-0.43,-9.14
233,3043,0,-0.43,-9.14
239,2994,0,-0.39,-9.06
240,3037,0,-0.43,-9.1
239,3029,0,-0.39,-9.1
241,3047,0,-0.43,-9.14
234,3037,0,-0.47,-9.14
238,3047,-0.04,-0.39,-9.06
239,3014,0,-0.35,-9.14
240,3053,0,-0.47,-9.1
241,3029,0,-0.39,-9.14
240,3024,-0.04,-0.43,-9.1
229,3024,0,-0.47,-9.1
235,3024,0,-0.43,-9.06
239,3030,-0.04,-0.43,-9.14
239,3034,-0.04,-0.43,-9.18
238,3045,-0.04,-0.43,-9.1
240,3022,-0.04,-0.43,-9.14
233,3051,0,-0.43,-9.06
238,3031,0,-0.47,-9.14
234,3027,0,-0.43,-9.1
240,3033,0,-0.43,-9.14
240,3039,0,-0.43,-9.14
240,3042,0,-0.43,-9.1
231,3017,0,-0.43,-9.14
240,3038,-0.04,-0.39,-9.1
233,3026,0,-0.43,-9.1
235,3024,0,-0.39,-9.14
240,3025,0,-0.43,-9.14
240,3022,0,-0.39,-9.14
240,3024,0,-0.43,-9.1
239,3040,0,-0.43,-9.14
230,3035,-0.04,-0.39,-9.1
237,3024,-0.04,-0.39,-9.1
240,3027,0,-0.43,-9.14
238,3024,0,-0.43,-9.1
240,3039,-0.04,-0.39,-9.1
241,3035,0,-0.43,-9.1
240,3031,0,-0.43,-9.14
239,3043,0,-0.43,-9.14
233,3025,0,-0.43,-9.06
235,3047,-0.04,-0.43,-9.06
240,3047,0.04,-0.47,-9.1
240,3017,-0.04,-0.39,-9.06
231,3041,0,-0.43,-9.06
240,3025,0,-0.43,-9.1
231,3029,0,-0.47,-9.1
240,3031,0,-0.39,-9.14
240,3037,0,-0.39,-9.18
239,3012,-0.04,-0.43,-9.18
240,3024,0,-0.43,-9.1
240,3027,0,-0.43,-9.1
237,3017,-0.04,-0.43,-9.14
239,3024,0,-0.43,-9.1
240,3023,-0.04,-0.43,-9.06
239,3023,0,-0.43,-9.14
240,3039,-0.04,-0.47,-9.18
240,3022,0,-0.43,-9.06
234,3045,0,-0.43,-9.14
238,3029,0,-0.39,-9.14
234,3025,0,-0.43,-9.1
239,3035,0,-0.43,-9.14
245,3039,-0.04,-0.47,-9.1
240,3042,0,-0.43,-9.14
235,3046,0,-0.39,-9.1
237,3055,-0.04,-0.43,-9.1
238,3059,0,-0.43,-9.14
237,3030,0,-0.39,-9.06
240,3046,0,-0.43,-9.1
240,3035,0,-0.43,-9.1
240,3035,0,-0.43,-9.1
237,3043,0,-0.47,-9.1
239,3063,0,-0.47,-9.1
240,3025,-0.04,-0.43,-9.14
241,3024,-0.04,-0.47,-9.1
240,3025,-0.04,-0.43,-9.1
242,3046,0,-0.39,-9.1
240,3027,0,-0.43,-9.14
235,3036,0,-0.43,-9.14
239,3035,-0.04,-0.39,-9.14
237,3043,0,-0.39,-9.14
240,3055,0,-0.43,-9.18
242,3040,-0.04,-0.43,-9.1
240,3034,-0.04,-0.39,-9.06
238,3030,0,-0.43,-9.1
233,3037,0,-0.43,-9.1
237,3047,0,-0.43,-9.14
239,3022,0,-0.43,-9.1
240,3039,0,-0.43,-9.14
240,3026,0,-0.43,-9.06
240,3024,0,-0.43,-9.1
237,3029,0,-0.43,-9.18
240,3039,0,-0.39,-9.14
240,3023,-0.04,-0.43,-9.14
241,3047,0,-0.39,-9.1
243,3044,0,-0.39,-9.14
240,3009,0,-0.47,-9.06
232,3041,-0.04,-0.43,-9.1
240,3026,-0.04,-0.39,-9.14
240,3051,0,-0.43,-9.14
240,3055,0,-0.39,-9.1
241,3045,0,-0.43,-9.06
240,3042,-0.04,-0.43,-9.1
233,3053,0,-0.39,-9.1
240,3037,0,-0.43,-9.14
235,3038,0,-0.47,-9.1
240,3036,0,-0.47,-9.1
240,3030,0,-0.43,-9.1
240,3035,0,-0.43,-9.14
236,3050,0,-0.43,-9.1
240,3042,-0.04,-0.39,-9.14
238,3045,0,-0.47,-9.1
240,3044,0,-0.43,-9.14
241,3031,0,-0.47,-9.14
240,3029,0,-0.47,-9.14
245,3030,0,-0.43,-9.06
241,3024,0,-0.43,-9.14
239,3055,0,-0.43,-9.1
240,3026,-0.04,-0.43,-9.14
240,3033,-0.04,-0.31,-9.1
240,3035,0,-0.35,-9.14
240,3041,0,-0.43,-9.1
239,3039,0,-0.39,-9.1
238,3052,0,-0.43,-9.1
240,3045,0,-0.39,-9.1
237,3018,-0.04,-0.47,-9.14
241,3035,0,-0.39,-9.06
240,3054,0,-0.39,-9.1
234,3035,0,-0.43,-9.1
238,3042,0,-0.39,-9.1
230,3031,0,-0.47,-9.1
237,3046,0,-0.43,-9.14
240,3035,0.04,-0.47,-9.14
243,3037,0,-0.43,-9.14
235,3042,-0.04,-0.39,-9.1
243,3026,0,-0.47,-9.14
238,3033,0,-0.39,-9.1
240,3037,-0.04,-0.39,-9.1
240,3046,0,-0.43,-9.1
242,3044,0,-0.47,-9.1
240,3031,0,-0.43,-9.1
243,3055,0,-0.47,-9.1
235,3033,0,-0.43,-9.1
234,3037,0,-0.43,-9.1
240,3041,0,-0.39,-9.1
240,3049,0,-0.43,-9.14
240,3040,-0.04,-0.39,-9.14
234,3055,0,-0.43,-9.1
239,3034,0,-0.43,-9.14
239,3052,0,-0.43,-9.1
240,3041,0,-0.43,-9.14
241,3053,0,-0.47,-9.14
240,3041,0,-0.43,-9.14
231,3046,0,-0.39,-9.06
239,3057,-0.04,-0.39,-9.14
236,3047,0,-0.47,-9.1
241,3037,0,-0.39,-9.14
240,3039,-0.04,-0.39,-9.1
240,3027,0,-0.39,-9.14
231,3037,0,-0.43,-9.1
240,3041,-0.04,-0.47,-9.14
231,3056,0,-0.35,-9.14
240,3028,-0.04,-0.39,-9.1
240,3026,0,-0.43,-9.14
241,3039,-0.04,-0.43,-9.1
241,3038,-0.04,-0.39,-9.1
240,3033,0,-0.43,-9.14
237,3037,0,-0.43,-9.18
235,3027,0,-0.43,-9.14
243,3024,0,-0.43,-9.06
238,3054,0,-0.43,-9.18
239,3041,0,-0.43,-9.1
240,3054,0,-0.39,-9.1
234,3051,0,-0.43,-9.06
240,3054,-0.04,-0.39,-9.14
237,3043,0,-0.47,-9.14
239,3043,0,-0.39,-9.14
240,3046,0,-0.43,-9.1
240,3025,0,-0.43,-9.1
235,3057,-0.04,-0.39,-9.14
230,3051,-0.04,-0.39,-9.1
237,3038,0,-0.47,-9.1
240,3046,0,-0.39,-9.14
240,3039,0,-0.43,-9.14
235,3026,0,-0.43,-9.14
230,3037,0,-0.43,-9.14
233,3034,0,-0.43,-9.1
236,3041,0,-0.47,-9.1
240,3034,0,-0.43,-9.14
240,3047,0,-0.43,-9.18
240,3051,0,-0.43,-9.1
240,3023,-0.04,-0.43,-9.14
235,3024,0,-0.43,-9.14
232,3038,0,-0.43,-9.14
239,3027,0,-0.43,-9.1
239,3051,-0.04,-0.43,-9.14
238,3055,0,-0.43,-9.1
240,3056,0,-0.43,-9.14
231,3031,0,-0.39,-9.14
238,3039,0,-0.43,-9.1
237,3045,0,-0.43,-9.14
239,3024,-0.04,-0.43,-9.1
238,3034,-0.04,-0.35,-9.14
240,3054,0,-0.47,-9.1
230,3049,0,-0.43,-9.14
230,3041,0,-0.43,-9.14
234,3037,0,-0.39,-9.1
240,3045,0,-0.39,-9.14
236,3054,-0.04,-0.39,-9.1
235,3037,0,-0.35,-9.1
238,3046,-0.04,-0.39,-9.14
226,3038,0,-0.43,-9.14
233,3054,0,-0.47,-9.14
233,3039,0,-0.43,-9.14
239,3029,0,-0.43,-9.06
237,3056,0,-0.43,-9.14
240,3056,-0.04,-0.43,-9.14
227,3056,0,-0.39,-9.1
232,3039,0,-0.43,-9.1
239,3058,0,-0.43,-9.14
234,3037,0,-0.47,-9.06
238,3031,-0.04,-0.47,-9.14
238,3033,0,-0.43,-9.14
228,3039,0,-0.39,-9.1
230,3041,0,-0.43,-9.14
233,3054,-0.04,-0.43,-9.1
233,3053,-0.04,-0.39,-9.14
238,3039,0,-0.43,-9.1
239,3039,0,-0.35,-9.14
230,3039,0,-0.39,-9.1
237,3046,0,-0.43,-9.1
233,3034,0,-0.43,-9.1
237,3047,0,-0.39,-9.14
238,3031,0,-0.43,-9.1
240,3039,0,-0.43,-9.18
240,3037,-0.04,-0.43,-9.1
239,3026,0,-0.43,-9.1
233,3047,-0.04,-0.43,-9.1
235,3044,0,-0.43,-9.06
236,3030,0,-0.39,-9.1
233,3028,-0.04,-0.47,-9.18
240,3047,0,-0.43,-9.1
231,3044,0,-0.43,-9.14
235,3027,0,-0.39,-9.14
237,3043,-0.04,-0.43,-9.1
235,3050,0,-0.47,-9.1
238,3062,0,-0.43,-9.1
240,3037,-0.04,-0.43,-9.14
235,3056,-0.04,-0.39,-9.14
232,3040,0,-0.47,-9.14
230,3053,0,-0.47,-9.1
232,3043,0,-0.35,-9.1
237,3042,0,-0.43,-9.06
238,3042,0,-0.39,-9.1
231,3056,0,-0.43,-9.14
239,3029,0,-0.43,-9.1
228,3038,0,-0.43,-9.1
234,3037,0,-0.43,-9.14
235,3057,0,-0.43,-9.18
237,3052,0,-0.43,-9.1
239,3051,0,-0.43,-9.1
239,3039,0,-0.47,-9.14
231,3047,0.04,-0.47,-9.18
231,3044,0,-0.43,-9.14
237,3047,0,-0.43,-9.1
232,3005,0,-0.43,-9.14
237,3040,0,-0.47,-9.18
239,3043,-0.04,-0.47,-9.06
235,3026,0,-0.43,-9.14
235,3043,0,-0.43,-9.14
230,3037,0,-0.39,-9.14
237,3063,0,-0.47,-9.14
238,3045,0,-0.43,-9.1
240,3021,-0.04,-0.39,-9.18
229,3038,-0.04,-0.39,-9.14
240,3049,-0.04,-0.43,-9.1
234,3052,-0.04,-0.39,-9.1
235,3024,0,-0.39,-9.14
237,3023,-0.04,-0.39,-9.14
240,3056,0,-0.43,-9.14
239,3035,0,-0.47,-9.1
238,3040,0,-0.43,-9.1
233,3041,-0.04,-0.47,-9.1
236,3049,0,-0.39,-9.1
238,3039,0,-0.47,-9.14
239,3058,0,-0.43,-9.1
240,3039,0,-0.39,-9.18
238,3034,0,-0.43,-9.18
229,3043,0,-0.39,-9.1
233,3015,0,-0.39,-9.1
234,3053,0,-0.43,-9.1
235,3034,0,-0.39,-9.1
239,3034,0,-0.43,-9.1
237,3053,0,-0.47,-9.14
229,3049,-0.04,-0.43,-9.1
230,3041,0,-0.39,-9.1
233,3029,0,-0.39,-9.1
235,3041,0,-0.43,-9.14
236,3056,0,-0.43,-9.1
240,3057,0,-0.43,-9.1
239,3046,-0.04,-0.39,-9.14
235,3041,-0.04,-0.39,-9.02
235,3043,-0.04,-0.43,-9.14
238,3033,0,-0.39,-9.14
238,3052,0,-0.39,-9.1
240,3037,-0.04,-0.35,-9.1
238,3029,0,-0.43,-9.14
237,3050,0,-0.39,-9.06
234,3056,0,-0.39,-9.1
233,3022,0,-0.43,-9.14
234,3038,-0.04,-0.35,-9.14
237,3027,-0.04,-0.43,-9.1
237,3029,0,-0.39,-9.1
237,3051,0,-0.43,-9.1
231,3025,-0.04,-0.43,-9.1
231,3026,-0.04,-0.39,-9.14
233,3031,0,-0.43,-9.14
235,3031,-0.04,-0.43,-9.1
239,3056,0,-0.39,-9.1
237,3045,0,-0.43,-9.14
238,3039,0,-0.43,-9.14
